Age,Taxa,Continent,Lat,Long
2570,Homo sapiens paleofece,North America,37.300141763664094,-85.88480250849776
2350,Homo sapiens paleofece,North America,37.300141763664094,-85.88480250849776
2660,Homo sapiens paleofece,North America,37.300141763664094,-85.88480250849776
2270,Homo sapiens paleofece,North America,37.300141763664094,-85.88480250849776
410,Cervus and Ursus sp.; collagen,North America,45.79164712705613,-86.8704989732557
740,Bison sp.,North America,44.00377569519591,-102.82392568389156
11390,Mammut americanum; mastodon bone collagen,North America,40.0917121785076,-82.4829597149649
364,Bison hide Shield,North America,38.324485726217944,-110.90384285892064
459,Bison hide Shield,North America,38.324485726217944,-110.90384285892064
397,Bison hide Shield,North America,38.324485726217944,-110.90384285892064
2363,Bison collagen,North America,40.788110718736284,-89.75987040212333
2348,Bison collagen,North America,40.788110718736284,-89.75987040212333
634,Bison collagen,North America,40.788110718736284,-89.75987040212333
263,Bison collagen,North America,40.23957791083675,-89.91683205604129
215,Bison collagen,North America,40.23957791083675,-89.91683205604129
700,bison,North America,39.784798155363774,-98.21860310824351
10965,Homo sapiens coprolite,North America,42.793487588994964,-120.38751407581609
1308,Homo sapiens coprolite,North America,42.793487588994964,-120.38751407581609
6608,Homo sapiens coprolite,North America,42.793487588994964,-120.38751407581609
12345,Homo sapiens coprolite,North America,42.793487588994964,-120.38751407581609
12275,Homo sapiens coprolite,North America,42.793487588994964,-120.38751407581609
689,Bison hide sandal,North America,41.521136425661595,-113.08192018546659
753,Bison moccasin,North America,41.521136425661595,-113.08192018546659
2161,Homo sapiens,Africa,-33.732,18.441
2011,Homo sapiens,Africa,-33.7087,18.4559
1815,Homo sapiens,Africa,-33.732,18.441
2573,Homo sapiens,Africa,-33.732,18.441
2140,Homo sapiens,Africa,-33.732,18.441
730,Bison moccasin,North America,41.521136425661595,-113.08192018546659
756,Bison moccasin,North America,41.521136425661595,-113.08192018546659
826,Bison moccasin,North America,41.521136425661595,-113.08192018546659
767,Bison moccasin,North America,41.521136425661595,-113.08192018546659
758,Bison moccasin,North America,41.521136425661595,-113.08192018546659
817,Bison moccasin,North America,41.521136425661595,-113.08192018546659
714,Bison moccasin,North America,41.521136425661595,-113.08192018546659
811,Bison moccasin,North America,41.521136425661595,-113.08192018546659
793,Bison moccasin,North America,41.521136425661595,-113.08192018546659
684,Bison moccasin,North America,41.521136425661595,-113.08192018546659
775,Bison moccasin,North America,41.521136425661595,-113.08192018546659
734,Bison moccasin,North America,41.521136425661595,-113.08192018546659
763,Bison moccasin,North America,41.521136425661595,-113.08192018546659
735,Bison moccasin,North America,41.521136425661595,-113.08192018546659
757,Bison moccasin,North America,41.521136425661595,-113.08192018546659
731,Bison moccasin,North America,41.521136425661595,-113.08192018546659
723,Bison moccasin,North America,41.521136425661595,-113.08192018546659
782,Bison moccasin,North America,41.521136425661595,-113.08192018546659
670,Bison moccasin,North America,41.521136425661595,-113.08192018546659
706,Bison moccasin,North America,41.521136425661595,-113.08192018546659
741,Bison moccasin,North America,41.521136425661595,-113.08192018546659
777,Bison moccasin,North America,41.521136425661595,-113.08192018546659
766,Bison hide sandal,North America,41.521136425661595,-113.08192018546659
764,Bison hide sandal,North America,41.521136425661595,-113.08192018546659
