entity,medgen_cui,omim_mim,genes,n_genes,inheritance_class,mechanism_class,organ_system_hint,in_scope,exclusion_reason,provenance
Neurocirculatory asthenia,C1535893,604715,SLC6A2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurocutaneous melanocytosis,C0544862,249400,NRAS,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder plus optic atrophy,C5935605,620784,SNF8,1,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with absent speech and movement and behavioral abnormalities,C5830319,620270,UBE3C,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",C5231471,618718,NTNG2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with behavioral, ear, and skeletal abnormalities",C6012750,621263,FEM1B,1,PENDING_R2,PENDING_R2,connective_skeletal,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies",C5231414,618571,INTS1,1,PENDING_R2,PENDING_R2,endocrine_growth|eye,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with central and peripheral motor dysfunction,C5193049,618356,NFASC,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with central hypotonia and dysmorphic facies,C5676944,619797,HDAC4,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with characteristic facial and ectodermal features and tetraparesis 1,C5975340,620888,GTPBP1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with coarse facies and mild distal skeletal abnormalities,C5193134,618505,KDM6B,1,PENDING_R2,PENDING_R2,connective_skeletal,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with congenital cardiac defects and variable renal and ocular abnormalities,C6065950,621474,KDM2B,1,PENDING_R2,PENDING_R2,renal|eye,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with craniofacial dysmorphism and skeletal defects,C5774235,620083,HNRNPH1,1,PENDING_R2,PENDING_R2,connective_skeletal,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with dysmorphic facies and behavioral abnormalities,C5882684,620489,SRSF1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies,C4540327,617755,BPTF,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with dysmorphic facies and distal skeletal anomalies,C5231448,618659,ZMIZ1,1,PENDING_R2,PENDING_R2,connective_skeletal,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with dysmorphic facies and ischiopubic hypoplasia,C5774298,620210,NAE1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with dysmorphic facies and thin corpus callosum,C5551361,619480,SUPT16H,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with dysmorphic facies, impaired speech, and hypotonia",C5436585,619005,MADD,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with facial dysmorphism, absent language, and pseudo-pelger-huet anomaly",C5774232,620075,TMEM147,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with gait disturbance, dysmorphic facies, and behavioral abnormalities, X-linked",C5774179,301094,TCEAL1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with growth impairment, quadriparesis, and poor or absent speech",C6065911,621354,INPP4A,1,PENDING_R2,PENDING_R2,endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with growth retardation, dysmorphic facies, and corpus callosum abnormalities",C5774251,620113,FRA10AC1,1,PENDING_R2,PENDING_R2,endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with hearing loss and spasticity,C5562024,619616,AFG2B,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with hyperkinetic movements and dyskinesia,C5562038,619651,ADCY5,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with hypotonia and dysmorphic facies,C5561974,619503,GNB2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with hypotonia and gross motor and speech delay,C5562031,619639,UBE4A,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with hypotonia and variable intellectual and behavioral abnormalities,C5231423,618603,POLR2A,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with hypotonia, dysmorphic facies, and skin abnormalities",C5774285,620191,PGM2L1,1,PENDING_R2,PENDING_R2,dermatologic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with hypotonia, impaired speech, and behavioral abnormalities",C5676975,619854,GNAI1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with hypotonia, neonatal respiratory insufficiency, and thermodysregulation",C5394091,618797,RALGAPA1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with hypotonia, poor growth, dysmorphic facies, and agammaglobulinemia",C5975596,621068,SEL1L,1,PENDING_R2,PENDING_R2,immunologic|endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with hypotonia, stereotypic hand movements, and impaired language",C3150700,613443,MEF2C,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with impaired language, behavioral abnormalities, and dysmorphic facies",C5882686,620494,UBAP2L,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with impaired speech and hyperkinetic movements,C5193088,618425,ZNF142,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with intention tremor, pyramidal signs, dyspraxia, and ocular anomalies",C5774196,619995,SMG9,1,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with involuntary movements,C4479569,617493,GNAO1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with language delay and variable cognitive abnormalities,C5882689,620502,GABBR1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with language impairment and behavioral abnormalities,C5394502,618917,GRIA2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with microcephaly and dysmorphic facies,C5394218,618828,SPOP,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with microcephaly and movement abnormalities,C5830624,620445,TTI1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with microcephaly, absent speech, and hypotonia",C5975578,621060,FLVCR1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities",C4693567,617913,GEMIN4,1,PENDING_R2,PENDING_R2,renal|eye,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with microcephaly, cortical malformations, and spasticity",C5231480,618730,TMX2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with microcephaly, hypotonia, and absent language",C5774216,620038,PSMB1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities",C5436783,619091,NARS1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with microcephaly, short stature, and speech delay",C5774211,620027,TRAPPC10,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with midbrain and hindbrain malformations,C4479613,617523,ARHGEF2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,C5561954,619470,TMEM222,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with neuromuscular and skeletal abnormalities,C5676965,619833,NRCAM,1,PENDING_R2,PENDING_R2,connective_skeletal,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with or without variable movement or behavioral abnormalities,C5676908,619725,KCNN2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with poor growth and behavioral abnormalities,C5830273,620242,ATP9A,1,PENDING_R2,PENDING_R2,endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with poor growth and skeletal anomalies,C5676990,619880,PCDHGC4,1,PENDING_R2,PENDING_R2,connective_skeletal|endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with poor growth, large ears, and dysmorphic facies",C5774288,620194,ZNF668,1,PENDING_R2,PENDING_R2,endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with poor growth, spastic tetraplegia, and hearing loss",C5774229,620071,PSMC1,1,PENDING_R2,PENDING_R2,endocrine_growth|ear,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with poor language and loss of hand skills,C4693546,617903,GABBR2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with poor or absent speech, dysmorphic facies, and behavioral abnormalities",C6012716,621182,NAV3,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with progressive movement abnormalities,C5935606,620785,ACBD6,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with relative macrocephaly and with or without cardiac or endocrine anomalies,C5394221,618829,SPOP,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with severe motor impairment and absent language,C4540496,617804,DHX30,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder with short stature, prominent forehead, and feeding difficulties",C5774228,620070,DPH5,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with spasticity and poor growth,C4748081,618076,UFC1,1,PENDING_R2,PENDING_R2,endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with speech delay and behavioral abnormalities,C6065915,621372,UBR5,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with speech delay and variable ocular anomalies,C5774194,619989,THUMPD1,1,PENDING_R2,PENDING_R2,eye,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with speech impairment and dysmorphic facies,C5436699,619056,SETD1A,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental disorder with variable familial hypercholanemia,C5975528,621016,WDR83OS,1,PENDING_R2,PENDING_R2,hematologic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental disorder, nonprogressive, with spasticity and transient opisthotonus",C5562040,619653,TNR,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"NEURODEVELOPMENTAL DISORDER, X-LINKED, WITH POOR OR ABSENT SPEECH AND BEHAVIORAL ABNORMALITIES",CN381607,301164,IQSEC2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurodevelopmental, jaw, eye, and digital syndrome",C5394477,618914,FBXW11,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurodevelopmental-craniofacial syndrome with variable renal and cardiac abnormalities,C5561984,619522,ZMYM2,1,PENDING_R2,PENDING_R2,renal,true,,clinvar:gene_condition_source_id:2026-06-17
Neurofacioskeletal syndrome with or without renal agenesis,C5543070,619194,HS2ST1,1,PENDING_R2,PENDING_R2,connective_skeletal|renal,true,,clinvar:gene_condition_source_id:2026-06-17
Neuroferritinopathy,C1853578,606159,FTL,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurofibromatosis, familial spinal",C1834235,162210,NF1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurofibromatosis, type 1",C0027831,162200,NF1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurofibromatosis, type 2",C0027832,101000,NF2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurofibromatosis-Noonan syndrome,C2931482,601321,NF1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurogenic scapuloperoneal syndrome, Kaeser type",C1867005,181400,DES,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neurohypophyseal diabetes insipidus,C0342394,125700,AVP,1,PENDING_R2,PENDING_R2,endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurologic, endocrine, and pancreatic disease, multisystem, infantile-onset",CN228418,,,0,PENDING_R2,PENDING_R2,gastrointestinal,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurologic, endocrine, and pancreatic disease, multisystem, infantile-onset 1",C4015728,616263,PTRH2,1,PENDING_R2,PENDING_R2,gastrointestinal,true,,clinvar:gene_condition_source_id:2026-06-17
"Neurologic, endocrine, and pancreatic disease, multisystem, infantile-onset 2",C5543623,619418,YARS1,1,PENDING_R2,PENDING_R2,gastrointestinal,true,,clinvar:gene_condition_source_id:2026-06-17
Neuromuscular disease caused by qualitative or quantitative defects of alpha-dystroglycan,C2936406,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neuromuscular disease caused by qualitative or quantitative defects of dysferlin,C2931687,,DYSF,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Neuromuscular disease caused by qualitative or quantitative defects of dystrophin,C5679787,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuromuscular disorder, congenital, with dysmorphic facies",C5935643,620775,FILIP1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, autosomal dominant 10",C5774234,620080,EMILIN1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, autosomal dominant 11",C5882697,620528,SPTAN1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, autosomal dominant 15",C5975628,621094,BAG3,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, autosomal dominant 8",C1838492,600175,TRPV4,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, autosomal recessive 10",C5882703,620542,VRK1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, autosomal recessive 11, with spasticity",C5935630,620854,RTN2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, autosomal recessive 4",C1970211,611067,PLEKHG5,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, autosomal recessive 5",C4749918,614881,DNAJB2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, autosomal recessive 7",C5543119,619216,VWA1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, autosomal recessive 8",C5394466,618912,SORD,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, autosomal recessive 9",C5882672,620402,COQ7,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, type 2A",C1834692,158590,HSPB8,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, type 2B",C2608087,608634,HSPB1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, type 2C",C3150619,613376,HSPB3,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, type 2D",C3888271,615575,FBXO38,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, type 5",C1833308,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, type 5A",CN031873,600794,GARS1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, type 5B",C3553656,614751,REEP1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, type 5C",C5436838,619112,BSCL2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, type 7A",C1834703,158580,SLC5A7,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Neuronopathy, distal hereditary motor, type 7B",C1843315,607641,DCTN1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
